SUPT4H1 	HTATIP2
ELK1 	C1QTNF5
DLG2 	HIP1R
EIF5A 	GLP1R
MCEE 	RRP9
MBNL1 	LAMTOR3
RAD52 	LY96
DHX8 	RND1
SIRT1 	NME1
RAB11FIP2 	FKBP2
CD69 	AIF1L
METAP2 	SDSL
ACOT11 	SGTA
PDIA3 	PTPRG
DECR1 	APRT
NNMT 	AAMDC
ARHGAP32 	PREX1
PRSS8 	MAOB
ARL2BP 	TAX1BP3
GMEB1 	TBX1
GATA3 	RTN4IP1
DHRS1 	KRIT1
RAB27B 	HDC
GCA 	ITPKC
FGFR2 	TNNT2
DDC 	MGLL
PIP4K2C 	TGFBI
SCN5A 	GPX2
GAMT 	BMPR1B
TBX5 	SOX9
XRCC6 	PCBP2
HEXB 	AKAP10
GCC2 	HSPB11
PDCD6 	TNKS2
OCLN 	USF1
ETFA 	SDS
PARP10 	HMOX2
SEPHS1 	SOX9
DNM1L 	CYP17A1
APOH 	AKR1B10
RAC3 	DCTN6
DUSP26 	COPS5
PDIA5 	NANP
MAOA 	PTPRZ1
GLTP 	MELK
MB21D1 	CLOCK
QPCT 	LGR4
YY1 	ARL5B
CAPN1 	AADAT
PDIA4 	DCTN6
NCOA1 	GMNN
MEIS2 	SMG5
HS3ST3A1 	UBA3
PSAT1 	CRYAB
LACTB2 	ARHGAP32
GRB2 	TBRG1
APITD1 	DPYSL5
MEFV 	RAB5B
PCK1 	MGEA5
SEMA4D 	DDX3X
IL1RAPL1 	RAC1
PARP1 	PDK3
RANGAP1 	PPIP5K2
SERPINE1 	MYO10
FRAT1 	MTA1
CRYL1 	UTRN
GAPDHS 	PARN
CRYAB 	TBC1D22B
CYP2A6 	NDST1
SRC 	IHH
RCC1 	EDC3
BCL2L2 	NFE2L2
SPRED1 	PARVB
FSCN1 	MMP9
ARL5B 	XIAP
BCORL1 	ADRBK1
PDZD3 	KIF2C
PATL1 	PLCB3
TES 	CALCOCO2
SND1 	CWC27
LACTB2 	PTEN
RTF1 	CAPN7
CENPB 	IL34
MRE11A 	NKX2-5
SIGLEC7 	PLCB3
PTPN4 	ASPA
PDE2A 	SCMH1
CYP19A1 	FTL
NNMT 	SEC13
ETS1 	PEX5
HK3 	FCN1
USH1C 	PDCL2
UBE2S 	CA3
NFE2L2 	DMC1
MCL1 	ANK1
CBX3 	UTY
SNTB2 	KDM6A
ADAMTS1 	PBX1
SPSB2 	CYP2C9
CTNNA1 	MBD4
PRPS1 	PKD2L1
CRYL1 	POLR2G
PCYT2 	EPHX2
MAPRE1 	CABP1
SRPK2 	SRM
DCAF5 	MORF4L1
PIR 	CSF2RB
ACLY 	USP15
FAS 	MUT
NUP214 	KAT6A
CALCOCO2 	SYNJ2BP
ERH 	ITGB4
PPT2 	VDR
HAAO 	RAB11B
WDTC1 	HVCN1
FOLR1 	RFXANK
UBE2Q2 	SOX17
TENC1 	C19orf40
NTRK1 	KIF1A
CYTH3 	NF2
PHKG2 	PHYHD1
KRT5 	CDO1
NR1D1 	AKT1
PRPSAP2 	MAP2K4
C9orf89 	SEPT3
SMAD4 	MELK
USP4 	AKR1B10
SNRPE 	C19orf40
BID 	BIRC7
ACAT2 	ORC6
IRS1 	HUS1
APBB1 	CHI3L2
OLA1 	ARFGEF1
PDE2A 	DIRAS1
BRPF1 	ACO1
ISG20 	AFF4
JUN 	ERP27
ELAVL1 	PHKG2
OXSR1 	CAPN13
SIRT1 	NVL
VCP 	SULT1C2
HVCN1 	PCID2
ZC3H12A 	CBLC
AGO2 	CTNND1
DCAF5 	UPP1
HIBCH 	PNRC2
EDC3 	PDK1
CAB39 	CD274
HMOX2 	TUB
RYR3 	CSTB
NT5C 	KDM6B
CD207 	PDK4
GSG2 	MEF2A
TOP2B 	SNCA
UBQLN3 	PHF20
UPF3B 	MECP2
LEPR 	ACMSD
TSNAX 	TRAPPC6A
AGAP2 	DAPP1
VPS16 	ABHD14B
CTPS2 	CD69
DPYS 	CD2AP
NKX2-5 	MASP1
NT5M 	TBK1
PACSIN2 	NNMT
SOX17 	APOA4
CASP2 	DTD1
ITPKC 	DUSP22
SF1 	CD209
GEMIN2 	CDON
RTN4IP1 	PTPRB
SCML2 	EIF2AK2
PDLIM5 	CYP1A2
ECE2 	GMEB1
NME1 	PEX5
RTF1 	ADAM33
TDP1 	DRAP1
TAF10 	GIPR
NANP 	MAP1LC3C
PARK2 	NUDT16
RAD51 	CYP2E1
NAMPT 	CACNA1C
AHNAK 	CYP2C9
PRDX2 	SPIRE1
RBM8A 	EBF3
KMT2C 	CBX4
NR4A2 	SKP1
HOGA1 	APP
PRPF4B 	TNFAIP6
ACOT11 	RAE1
HPGD 	CDKN2C
TNFRSF17 	MUM1
STX10 	FBXL5
DUSP9 	CRYBA4
ACTN1 	CYTH3
CHEK2 	CYP11A1
CSTA 	PDCL2
FOLH1 	MAT1A
SRPK2 	KIF13B
NMT1 	MARK1
SCMH1 	HSPA6
DCLRE1C 	CCM2
CTDP1 	SOS1
CUL5 	TIGIT
ACAT1 	NDEL1
TNPO1 	ACMSD
ARHGEF11 	RAB18
APPL1 	ACBD7
RAB6A 	CIAO1
AGO1 	CRAT
FLNA 	PRPF4
ITGA4 	PDCD4
BCL2 	MAPK8IP1
STARD3 	LIN28B
RAF1 	KANK2
ST6GAL1 	PGAM1
DBF4 	CHMP4B
AHCYL1 	UBE3A
CASC3 	IL22
TTC5 	PTPRZ1
GLTP 	NT5C2
PDE4C 	AKR1C2
ELAC1 	CLIC3
RALGDS 	NKX2-5
RBM17 	PANK3
CRYAB 	TUBGCP4
CYP2C9 	LRBA
TCL1A 	FKBP2
TCEB1 	ALDH5A1
BUB1B 	G3BP1
DDIT4 	SRP19
SRI 	CIB1
DPP3 	OTUD5
ACOT12 	MTMR2
KIF5B 	CUL4B
CHIT1 	UBR1
DRAP1 	CKB
PHF20 	FGF19
DCC 	TOP2B
RAB14 	RSPO1
ITSN1 	NONO
NEIL1 	ACD
DUPD1 	TNFRSF1B
PIP4K2B 	IL1RAPL1
PRPF19 	CAT
CRYL1 	TK1
VRK2 	SERPINE1
BCAP31 	OAT
HMGCL 	USH1C
MAP3K10 	SYMPK
KDM6A 	B4GALT1
LIMS1 	MBNL1
HGS 	FANCM
PVRL1 	MVB12B
PIK3R2 	MMP13
DRAP1 	GSS
CD38 	POT1
TUB 	DCAF5
DDX58 	MAP1LC3C
SERPINB3 	APOM
AURKA 	AKT2
MUTYH 	DHRS4
CCNC 	U2AF2
OLA1 	SYNE1
LRRK2 	NOS3
HEBP2 	MEPCE
CA6 	SCML2
SEPT3 	ADAT2
TXNL1 	RIN3
UBE2Q2 	TXNL1
ECHS1 	MEIS2
SLC4A1AP 	NCS1
SNRNP200 	SAT2
PLEKHB2 	PSPC1
CYP3A4 	UBE2B
NEK2 	MVK
MLF1 	MCL1
VAV1 	NFYC
MAST3 	UPF2
KIF9 	PARG
ERH 	HCN4
LIMS2 	CD180
TRAF4 	DUSP18
UBE2D1 	CSTA
SPG7 	MAPT
PEBP1 	DPYSL2
FLNC 	OTUD5
CENPB 	PNP
TRAF2 	MVD
IL22RA1 	HIBADH
TAB1 	PLK3
CKS2 	KYNU
ATAD2 	RAP1B
BRPF1 	PICK1
AGR3 	PMM2
AHI1 	RHOA
RIPK1 	DUT
GSS 	MAP3K3
DCTD 	AIM2
ARL8A 	FNTA
INPP5E 	HK1
ING4 	ASMTL
AP1G1 	DDX52
TXNIP 	RAB9B
GART 	HMGCS2
KMT2D 	RAB6B
BACH1 	FGF20
PAICS 	DUSP13
CCNB1 	CTH
ATAT1 	NUDT3
TLN1 	GMIP
CASP3 	RUVBL2
GNPDA1 	DTD1
BCAP31 	NR5A1
TBP 	KCND3
EXOSC10 	KDM8
NRP1 	YWHAQ
PLEKHO1 	ING1
GCC2 	KLC2
RUNX1 	SMG5
SCMH1 	TNFRSF6B
RASA1 	RAD23A
EEF1E1 	GOPC
SGK1 	RGS8
FEV 	OLR1
TAT 	EXO1
CBL 	CTNNBIP1
NCK2 	FAM105B
MALT1 	FERMT2
HEXA 	PADI4
DHX9 	RET
KLRK1 	MYO10
MEPCE 	LNX2
LRRK2 	DLG2
PPP5C 	DCTN6
TRAPPC6A 	COTL1
PPIF 	ABHD14B
AMPH 	MAPK14
IKBKB 	MMACHC
MEP1B 	DDX19B
DCAF6 	PMVK
CRYBA4 	UPF2
SETD1B 	STAU1
ARF6 	GGT1
CDKL3 	SMAD3
C19orf40 	SAR1A
MVB12B 	VIL1
IDH1 	C1S
RYR3 	UCHL1
LAMP3 	CAB39L
RALA 	CD300LF
BAK1 	GAD2
DUSP23 	UBR2
RADIL 	UPF3B
TNIK 	CLEC5A
SYMPK 	UBE2L3
ID2 	KLHL12
RALGDS 	FECH
GLA 	DHX9
PDGFA 	PNMT
NFAT5 	COL1A1
SNX3 	SRPR
REM2 	BTLA
GCA 	CBFB
PPM1A 	B4GALT7
NISCH 	TRAPPC6B
HDC 	SETD8
ACACB 	SLAMF1
PSMD7 	RAB2A
ACACA 	PDGFRB
RAD9A 	CRAT
MSRB1 	AKR1C3
THEM5 	CTNNBL1
VPS16 	TOP2B
USP15 	GPT2
KCNJ4 	ADH4
IQGAP1 	RNASEL
MAPK12 	TENC1
SET 	LTC4S
UGDH 	NUDT5
PANK3 	HSP90AB1
IFIT5 	KAT2B
AGXT 	B3GAT1
ACBD7 	ALDH18A1
RBM11 	RYR3
ADPRH 	RUVBL1
IMPDH2 	KCNJ4
SUN2 	CPSF7
MAPRE3 	TDP1
CDKL2 	SETD1A
ASB9 	GLP1R
ANKRA2 	HS3ST3A1
FEN1 	YWHAH
SLAMF1 	C1S
SETD7 	SNAP25
HS3ST5 	CYP1A2
MAP3K3 	ACTN1
CTPS2 	NFYC
NAA50 	VAV1
NLRX1 	NMRAL1
TPMT 	SMURF2
PAPSS1 	DCAF5
HMBS 	DCAF4
ACAT2 	ROCK2
CYP3A4 	CD5
SEC24A 	ZFPM1
FLT4 	STEAP3
KLC1 	TPH1
ASAP3 	SERPINB3
EZR 	ACACA
ROR2 	GPX8
ARFGAP2 	RPE
PTPRZ1 	PLEKHA4
POLH 	CHKA
IHH 	PAPSS1
HNRNPA1 	REM2
PHYHD1 	DCTN1
DUSP18 	FOLH1
SETD6 	TBX1
HCK 	LACTB2
EXOG 	FABP3
UBAP1 	SULT2B1
GATA3 	NCKAP1
AGFG1 	NCR3LG1
TAF13 	TP53I3
REV1 	DDX18
UBQLN3 	UPF1
EPHA7 	CTNNBIP1
TOPBP1 	PTPRD
E2F4 	HDC
TNFRSF10B 	CPSF4
CWC27 	MEF2A
LEPR 	CDCA8
MMP2 	ARL5A
TCEA1 	PLCB3
MTR 	CD209
ETFB 	CDK4
RRM2 	AIFM1
PGAM1 	UGT2B7
HOXB1 	PAPSS1
AK2 	GPD1L
CIAO1 	PRKAB2
TBX1 	STAP1
KIT 	PCTP
CYP17A1 	PAXIP1
RND1 	ADARB1
CALM1 	HINT2
HNRNPA1 	UBE2D3
STIM1 	UMPS
BAG6 	SETD2
TAB1 	ERP27
TWF2 	PTK2
GSTZ1 	GART
PRPS1 	AKR1C1
PTPRO 	STK17B
ACOT7 	NACA
GIMAP1 	RAB11FIP2
RANGAP1 	NOS3
CTNNA1 	NLRX1
FUS 	ASH1L
PRKCA 	PKD2
FANCF 	RPS6KA5
BHMT 	H2AFY
TREX2 	DOT1L
UBE2D2 	MVK
IPO13 	HNMT
SEC24A 	RNASET2
LRBA 	PPIH
PTPN14 	CPSF7
TBC1D7 	DUSP13
GGCT 	MAGOH
EPHA2 	APLP1
OGT 	SENP7
TNFRSF13C 	LRRC4
ERBB4 	PDXK
GRIN1 	BRD4
DPYSL2 	SERPINB3
ZFYVE20 	ANTXR2
CDKL3 	PMM1
PTGES 	UTRN
PDXK 	TLR3
KMT2D 	HSD17B8
SENP1 	NEK1
CENPE 	AKR1C2
CBS 	TXNDC17
SULT1E1 	WWP1
MYH7 	EPHA3
AADAT 	MGAM
RUNX1 	ARL8A
USH1G 	WDR5
AP2B1 	CPOX
BRAF 	F11R
AGFG1 	LAIR1
NMNAT1 	G3BP1
ATRX 	UBE2D2
PHF8 	SAE1
GNB2L1 	TNFRSF10B
PCNA 	DCUN1D3
KIF1A 	KMT2A
MET 	SEC24A
MIOX 	TBC1D7
IDI2 	ALDH5A1
NFATC2IP 	CAB39
ACO1 	NDC80
RNF168 	STARD5
EDC3 	RECQL5
NUP107 	CTBP1
NXF1 	DIRAS1
CLCN5 	ACSM2A
GTF2F1 	CASC5
SDS 	DAAM1
NCF2 	FAM105B
MDC1 	CDK5
ARHGEF1 	GEMIN6
RET 	MEF2B
GTF2A2 	MEIS2
THAP4 	EIF4G2
UCHL5 	LGMN
NCBP1 	TNK2
PGLYRP4 	BCAP31
DCLK1 	RASA1
EPHA1 	SPON1
ACY1 	STK11
FOLH1 	VAPB
FUT8 	SPTAN1
PTS 	FGF23
CLINT1 	PARK7
AURKA 	GC
PNPO 	TP53
AK2 	PLXNC1
KCNH2 	IL1RAPL1
DDX25 	MAP2K2
DTD1 	KCNAB2
SULT1B1 	BUB1
POLR3C 	IDI2
HGFAC 	DLG2
KAT6A 	IMPDH2
LACTB2 	ACE2
HSPA9 	TAF12
SPTBN1 	KLHL12
TOP2A 	PRKCE
EPHB3 	UBR1
HK2 	CHMP4C
ME1 	ASL
STAMBP 	NR1D1
FUS 	TLN1
MUTYH 	BCL9
DNAJC3 	PAPOLG
PDE4A 	PRKCB
TLR10 	NOS3
XPO1 	PDE4C
DDC 	TXNDC12
GATM 	NFKBIA
RAB21 	NAA50
CDC42 	RECQL
BAI3 	GLRX5
USP8 	NCAM2
EXO1 	RAB18
STAMBPL1 	TCEB2
MAGOH 	PDGFA
PRDX2 	KARS
S100A6 	NNMT
CACNA1S 	KPNA2
ERCC1 	PTPRJ
LAIR1 	INCENP
KIF22 	MPP1
INPP5B 	TPP1
TXN 	RPRD2
LGR4 	TBC1D20
LAMTOR3 	RCVRN
BHMT 	ADSS
PHF21A 	SEC14L2
CDYL2 	SULT1A2
CARHSP1 	CCND3
KPNB1 	RAD52
PELI2 	MTR
GPX7 	NTRK2
SIRT5 	STK25
LONP1 	SULT1C3
RAB43 	BCL2A1
L3MBTL3 	NEK1
RPA2 	RPSA
ADAMTS5 	RPA3
HGFAC 	CDKN2C
ABCB6 	GSS
ECT2 	LEPR
LXN 	DKK1
GOLPH3 	VPS25
RALGDS 	GATA3
IL18 	LTC4S
HTT 	KIT
PNPT1 	PCNA
ARL2 	USH1C
SPTA1 	PCBP1
CFH 	GUCY1A3
CUL1 	NMNAT1
CXXC1 	IGHMBP2
KLHL2 	PDCL2
SOS1 	MAGEA4
DAPP1 	PPFIA2
USP37 	PDE8A
AHI1 	PTPRR
CHIT1 	NONO
FCGR1A 	CHMP6
HMBOX1 	CAT
MVK 	GSK3B
MAD2L2 	KLRK1
HSP90AB1 	PRKCH
TNFSF14 	HSDL2
ADARB1 	ZBTB32
CKS1B 	ATRX
PA2G4 	PARK2
CPOX 	RND3
PKMYT1 	AHNAK
TREML1 	BRWD1
MAOA 	RBX1
CYP11A1 	PRPF4
HSPA9 	NIP7
SNRPA1 	PELI2
NSUN4 	CACNA1S
KRT5 	EFNB2
FLNC 	HCN2
HDHD1 	CBX4
ARFGEF2 	GGA3
BTBD2 	SPTAN1
MAPK6 	EYA2
RABIF 	JAK1
POLL 	PICK1
SMAD3 	RTF1
RAB11B 	GALNT10
AGFG1 	MTMR6
CCBL1 	CIB1
SH2D1A 	SPTBN1
ANAPC10 	PTGES
CKS1B 	ADORA2A
PAPSS1 	AP4M1
HGD 	PRKAR1B
B3GAT2 	HSDL2
SNX24 	GATM
KIF13B 	PAPOLG
FBXL5 	PARG
PMM2 	ARL8A
GSTT1 	PPIC
TAX1BP3 	CDK6
SRSF1 	MIOX
MRE11A 	NUDT18
POLK 	CAMK1
DCLK1 	THBS1
PVR 	PECR
TRIM24 	CUTA
NFAT5 	KCNK9
GSTT2B 	PTGR1
DCX 	BAI3
UBE2N 	FRAT1
KIF11 	BACE1
ALDOC 	NAA50
FGF10 	PRPF4B
TNFSF9 	PCTP
BAIAP2 	CHMP1B
ABHD14B 	SUV39H1
CASP2 	TNFRSF13C
RAE1 	PASK
FSHR 	RERG
KMT2A 	AHCY
SGK1 	ECHDC3
BARD1 	ACACA
CAT 	ACOT11
GMPR2 	PANK1
ATG12 	S100A2
DNMBP 	PCID2
SNRPA 	POT1
GMDS 	NOG
SF3B14 	COMT
LRRC16A 	ELAC1
HSPA1L 	GTF2F2
DCLK1 	RNGTT
HK1 	YAP1
LTC4S 	STAMBP
DCAF12 	REV1
AADAT 	DSP
CHIA 	ASRGL1
CXXC1 	USF1
MEFV 	APLP1
ATG12 	DUSP18
CEP170 	DCPS
PTPRB 	SULT2B1
PRSS8 	RAB2A
SPIN1 	DAO
THBS2 	FTO
DUSP5 	GPD1L
PWWP2B 	SULT1C2
CCNT1 	PIP4K2C
SPTAN1 	HTATIP2
CYP17A1 	PLAA
CLIC2 	DUSP4
YAP1 	NUDT14
PPIF 	ARTN
VPS29 	AIF1
SH2D3C 	CD81
BCAR3 	CAPN1
PRIM1 	MYCBP
OGG1 	CBL
CTSK 	KRIT1
ABI2 	LRRFIP1
HSPA8 	RNASET2
OLA1 	NEDD4L
MERTK 	PTPRF
CDC42BPB 	SEC14L2
HMBOX1 	ITPKC
HTRA2 	STIM1
PHF21A 	RAB11B
CLOCK 	LRRFIP1
CENPA 	CALM1
PARK7 	YWHAH
DHH 	PSIP1
MAOB 	NMNAT1
JAK3 	PHPT1
CUTC 	ABL1
ARL5B 	SULT1A2
NUDT9 	MAP2K4
SFN 	FCER2
CYP1A2 	SAT2
HOXB1 	CAPS
GLS2 	KDM5A
NFRKB 	PRKCA
PUS1 	NNMT
CSNK2B 	BLVRA
SLC3A2 	RAPH1
CPSF4 	FLT4
TNFSF15 	DUSP15
RNASEL 	MECR
DKK1 	FHIT
SMYD3 	NAALAD2
NACA 	SPAG9
KMT2D 	GMPR
CTNND1 	EEA1
HIRA 	PTPN2
VAMP2 	AGAP2
CLIC1 	NOD1
TPX2 	CRHR2
RGS8 	NR1D1
GLTP 	SEC13
MCTS1 	WRN
CST7 	DIRAS2
CCDC8 	PARK7
GSTA2 	PSMG3
NR1D2 	IMPA2
ARHGEF1 	RAPH1
PCNA 	BRD4
FHIT 	ADRBK1
NXT1 	RGS6
GSTZ1 	CTPS1
RRM2 	PPFIA2
PRKCB 	FDX1
PLEKHM2 	UBE3A
GLTP 	NR5A2
CBX2 	MTMR2
GMDS 	ZNF217
RXRB 	MTERFD1
ADA 	IL20RA
CRAT 	GLIPR2
TASP1 	BBOX1
APOBEC3G 	SERPINB1
NEK1 	BCL6
RRM2 	CTNNA1
DCLK1 	SEPHS1
NMRAL1 	QSOX1
IGF2BP1 	PPP2R5C
ACOT12 	HMOX1
S100A9 	TNFSF11
BTBD2 	FBXL3
THEM4 	CWC27
UBE2D3 	PRDX4
MPHOSPH8 	TNNT2
VRK1 	SEC24B
ERBB4 	NUDT16L1
RPS6KA1 	HMBS
DOCK2 	B4GALT7
SYT1 	RERG
SEPT3 	RAMP2
IL5RA 	NR3C1
BACE1 	HSPA2
ECT2 	HOMER3
APITD1 	SPRED1
AKR1C3 	S100A4
RAB6B 	TNFSF13B
CYP1B1 	RADIL
MSH6 	PGR
MASP1 	HMOX1
RCC1 	BRAF
EBF1 	RABGAP1L
HEXA 	EIF4A1
RPE 	SHFM1
MALT1 	RAP2A
BCL2 	MAGOH
MEMO1 	HEXIM1
UGDH 	IDI2
CYP2C9 	PDE6D
JUN 	NTNG2
ITPKC 	THYN1
MEIS2 	THRB
GALNT10 	ADAMTS4
SH3BP5 	NTRK3
VPS35 	NR2F2
ABI2 	YWHAH
ST6GAL1 	DBI
CASP8 	CTDP1
ILK 	CDKL2
DUSP6 	TRMT10A
PPARA 	LRRC16A
GSTT2 	SIRT1
NAA50 	EIF3J
VIPR2 	RRM2
WDTC1 	GFRA3
HDAC8 	SETD1B
SLBP 	PITRM1
BCAP31 	CLEC5A
KLRC1 	HS3ST5
GPI 	CASP8
SRSF1 	RAB6B
AAMDC 	ALOX12
TK1 	PTPN6
PUF60 	OAS1
ATF2 	AIF1L
GTF2F2 	RRP8
SNAP25 	IL1RAPL1
ACOT13 	SUPT5H
CHIT1 	HDAC1
TP53I3 	POLR2D
CWC27 	MECP2
ATG5 	B4GALT7
PMM2 	VAV1
OBFC1 	IGFBP1
PDK1 	UNC119
MAP1LC3C 	MPG
KLHL7 	NUDC
TYMS 	S100A2
DDX19B 	SMURF2
ACOT4 	CPS1
SEMA4D 	PRTFDC1
PDIA4 	EDA
IFIT1 	TK1
PHF8 	GOPC
OTUD5 	TSN
MEPCE 	GALE
SETD7 	TLR2
MPST 	NEDD4
NOTCH1 	RBL1
ROR2 	RET
ANAPC10 	ADH4
CD74 	PICK1
NAALAD2 	MSH6
NIP7 	SYMPK
AKR1C3 	F2RL3
GUCY1A3 	RILP
NSUN5 	SUN2
DHRS11 	TPH1
ZHX1 	ACSS1
PTP4A1 	SOCS4
LRRC4 	TPST2
NSUN5 	PPIL3
GCGR 	TRAPPC4
TCEB1 	MAPK6
PPIH 	IRF3
CYB5R4 	C1QTNF5
NME3 	PREX1
PPIL2 	TAT
FEV 	TCF12
GRM1 	TDG
SMG5 	ARHGAP20
NUDT2 	YOD1
MTAP 	LTC4S
GLIPR2 	MAN1B1
ZAP70 	ACD
PLXND1 	DHH
CSNK2B 	MYBPC3
C11orf54 	DDB2
GMEB1 	CYP2A6
CDC42BPB 	CDK16
PDZK1 	MRE11A
ANXA5 	SRC
ARNTL 	ARHGAP35
PARG 	MEP1B
ATG16L1 	HCK
HINT2 	ARG2
STEAP3 	COMT
GUSB 	MAPK13
ZFYVE9 	TREM1
DNAJC3 	PWWP2B
DCK 	CSNK2A2
GLS2 	TEAD2
EIF5A 	PPIF
ITPA 	ANKRA2
CDC42 	B4GALT1
CHFR 	HMGCR
SNRPD3 	PA2G4
GMPR 	RPS6KA1
DDX39B 	CDK16
PTPN3 	MAPK8
SNRPA 	XPO5
UBA2 	ROCK2
TDRD5 	TNFSF14
PYCR1 	RADIL
GLYR1 	RABEP1
LGMN 	MPP1
NMRAL1 	NUDT16
BMI1 	NR1I3
CDC14B 	PICK1
TIRAP 	PHIP
LCN15 	ARHGEF12
RPA3 	DAPK3
ARL2BP 	PCSK9
BRPF3 	STIP1
NPC1L1 	PLCG1
EYA2 	NCBP1
DPY30 	MSRB1
LARP4B 	HINT2
CASP2 	RAB11A
CPSF7 	PLK1
GYG1 	ATRX
CA8 	EFNA1
MUM1 	MAD2L2
BCL2A1 	SNX24
CYP3A4 	SUMO3
HIP1 	GOPC
RBX1 	ECHS1
MAD1L1 	FBXL3
PDE8A 	AHCY
FDFT1 	ASH1L
USP15 	DHRS11
ASF1A 	SNRPE
MASP2 	TAF1L
HTRA1 	ARG2
TNKS 	PDK3
CBL 	UPP1
PMS2 	NR5A1
PCYT2 	MAGOH
PLK3 	FKBP3
ACAP1 	BROX
RAB3D 	PSMD7
ACLY 	DDX18
AKR1C4 	RAB5A
TASP1 	GPX5
CPS1 	RADIL
FANCM 	CARHSP1
PHYHD1 	UGDH
CDON 	PGLYRP3
PTPN14 	PPFIA2
FGF23 	UBE2G1
SPTB 	RHPN2
JAG1 	BRD3
FABP4 	CBX4
RNF31 	CYB5R4
UXS1 	ACVR2B
RHEB 	ELAVL1
ZHX2 	HMOX2
GGCT 	PLS3
TWF2 	TLR1
MAD1L1 	MAPRE3
PDZK1 	PHF20
TOM1 	FHIT
FSCN1 	MAP3K2
PCTP 	TENC1
STAMBPL1 	ARHGAP9
CDK9 	EFNA2
IDUA 	HMGCR
SPG7 	PNLIPRP1
RAE1 	TPMT
SRPR 	XRCC5
CDON 	DGUOK
POLD3 	ASB9
MTHFS 	GMPR2
UBE2V2 	DUSP22
EBF1 	DUSP13
PREX1 	MAGOH
PIWIL1 	SPAST
PARP10 	GSTK1
SRC 	RAB25
KPNB1 	DRAP1
PRPSAP2 	F11R
BRAF 	YARS2
CACNA1C 	CEP55
NR0B2 	SLC9A3R1
NVL 	SLC4A1
PLXNA2 	IGFBP1
CCDC8 	SIRT2
RAD18 	GEMIN7
ANK1 	ERI1
GMFG 	PHF1
OTUB2 	CSNK1G3
MAP2K4 	NAT1
NUTF2 	AFF4
YWHAB 	AIMP2
IPO13 	MAP3K5
GC 	MCTS1
PHF2 	GALM
SERPINB5 	CPS1
NUDT9 	DCLK1
PRKCH 	ARHGAP35
NOG 	STK32A
TRIM24 	LGR5
KDM6B 	VCL
FOXO3 	GSPT1
CARHSP1 	VAPB
NCOA5 	PDE5A
GC 	KIT
TTK 	TEAD2
RILP 	COTL1
FAS 	PRPSAP2
PANK3 	PARP10
GNE 	TXNIP
ITPKA 	KCNH2
HSP90AB1 	SF3B14
NXF1 	SPDEF
BRK1 	EDA
FBXL5 	CD74
ING1 	SETD6
NRIP1 	CDA
TREML1 	GNAI3
TAF11 	GEMIN7
RAD52 	PSMD7
CLIC1 	PRKCE
PLEKHB2 	BPNT1
CDC7 	FAS
PTGES 	GNAI3
AFF4 	RPE
KARS 	RPS6KB1
RAB18 	ADAR
CFL1 	NR1H3
BBOX1 	PTPN1
RAC2 	GCC2
SERPINI1 	MEPCE
SOX9 	PSAT1
PTS 	GSTM2
PRDX4 	OXSR1
TNFSF9 	BANF1
SRPR 	RHOD
KAT2A 	KIF11
RNF2 	GTF2B
FLNA 	OBFC1
PYCR1 	GSTK1
HSD17B4 	RERG
TBP 	EED
MAPK12 	AUH
ARNTL 	GAD1
MAT2B 	TRMT10A
OSTF1 	S100P
WRNIP1 	MEN1
CKS1B 	ADSL
ITPKC 	ACTL7A
PRMT6 	MMP16
CYGB 	FKBP1A
SULT1A4 	BRIP1
GNPNAT1 	FEV
UBE2G2 	ME1
CD5 	SUV39H1
ALK 	FOXO1
LMNA 	DDX20
SUPT4H1 	LHPP
DCLK1 	PTPRS
AMPH 	KDM4D
LGALS9 	LY96
TIGIT 	OLR1
LMAN1 	AHCY
G3BP1 	FABP3
ZADH2 	BMPR2
UBE2J2 	LYPLAL1
PARD6A 	DDB2
ACLY 	ERN1
ACP6 	PTPN3
MTOR 	THRA
RGS17 	USP15
CPSF4 	PDE7A
SCRIB 	KLHL2
PHIP 	PDLIM5
BTRC 	NT5E
IRAK4 	NUDT16
HSD17B10 	ACD
YARS2 	AK1
NBR1 	NEDD4L
IL18 	KLHL11
ROCK1 	MTAP
PPCDC 	CA7
STK25 	RUVBL2
NR1D2 	NCBP2
BRD2 	ITPKA
S100A4 	UBAP1
BAG5 	PAXIP1
BPNT1 	DPY30
ALDH4A1 	DAPK3
GPD1 	APOBEC3G
PLEC 	ENO3
SERPINB1 	GCA
DHH 	EPHA4
SNRPB 	ABCB10
STARD3 	PRCP
SNX33 	TAF1
ANAPC10 	PHKG2
MGEA5 	LEPR
RAB28 	HVCN1
TOPBP1 	ZDHHC17
UGDH 	ADAM33
PPARG 	SACS
KARS 	MAPK6
PHYH 	CNOT1
CSNK1E 	KMT2D
GTF2B 	FN1
MAP1LC3B 	APOBEC3C
ANKRD27 	GFER
POT1 	CA6
LMO2 	CDK5R1
TERT 	DAPP1
GBP1 	CNOT7
PPP2R2A 	CLCN5
INPP5B 	SIRT2
NXF1 	RANBP1
RNF146 	ARHGDIB
STIP1 	TRIM54
CELF1 	WDR61
PKM 	SLAMF1
CA3 	CABP1
TK1 	PDCL2
RAB26 	SETD6
C11orf54 	OTUD1
G3BP1 	TRAPPC3
DUSP16 	HMOX1
BRPF3 	RRAD
NONO 	KCNAB2
ATRX 	FSCN1
BTK 	PDE8A
INCENP 	FGF8
